timestamp,agent.name,syscheck.path,syscheck.event,rule.description,rule.level,rule.id
"May 7, 2025 @ 05:05:52.776","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.760","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.745","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.729","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.713","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.697","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.682","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.666","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.651","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.635","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.620","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.605","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.604","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.338","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.338","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.308","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.307","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.276","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.276","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.245","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.244","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.215","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.213","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.183","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.182","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.151","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.150","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.120","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.119","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.088","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.088","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.057","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.057","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.026","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.025","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.995","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.994","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.963","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.963","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.932","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.932","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.901","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.901","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.869","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.869","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.838","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.838","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.808","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.807","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.776","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.776","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.745","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.744","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.713","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.713","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.682","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.682","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.651","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.650","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.589","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.318","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.166","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.135","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.135","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.104","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.104","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.073","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.073","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.041","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.041","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.010","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.010","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.979","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.978","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.948","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.947","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.917","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.910","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
