timestamp,agent.name,rule.description,rule.level,rule.id
"May 7, 2025 @ 03:50:01.780","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:43:58.169","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:34:09.902","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:34:01.818","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:34:01.777","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:18:09.899","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:18:01.800","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:18:01.762","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:17:00.446","WIN-3KH74N2U82B","Service startup type was changed","3","61104"
"May 7, 2025 @ 03:15:10.633","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:14:58.024","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:14:48.085","WIN-3KH74N2U82B","Service startup type was changed","3","61104"
"May 7, 2025 @ 03:14:47.929","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:13:58.195","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:06:49.529","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:06:49.462","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:06:45.603","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:04:45.274","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 03:02:09.896","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:02:01.801","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:02:01.760","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:46:21.659","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:46:09.894","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:46:01.795","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:46:01.754","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:45:17.597","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:43:58.112","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:30:09.875","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:30:01.809","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:30:01.772","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:14:09.872","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:14:01.805","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:14:01.764","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:13:58.091","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:07:46.010","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 02:07:16.780","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 02:07:01.745","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 02:07:01.673","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 02:06:45.591","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 02:06:42.449","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 02:06:42.401","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 02:04:45.184","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 01:59:09.870","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:59:01.788","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:59:01.746","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:54:45.867","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 01:54:45.836","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:54:45.102","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:54:45.056","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:54:45.035","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:54:42.555","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 01:54:42.493","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:43:58.148","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:43:09.867","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:43:01.799","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:43:01.759","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:27:09.864","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:27:01.797","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:27:01.756","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:13:58.065","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:11:09.876","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:11:01.793","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:11:01.752","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 01:06:45.579","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:06:34.280","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:06:34.225","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 01:04:44.987","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 01:04:15.311","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 01:04:15.265","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 00:55:09.858","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:55:01.765","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:55:01.734","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:43:58.028","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:39:09.855","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:39:01.777","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:39:01.746","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:23:09.851","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:23:01.783","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:23:01.742","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:13:58.022","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:07:09.864","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:07:01.782","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:07:01.741","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 00:06:45.583","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 00:06:26.070","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 00:04:45.176","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 6, 2025 @ 23:58:42.330","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 6, 2025 @ 23:58:42.283","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:58:41.643","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:58:41.596","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:58:41.574","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:58:38.768","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 6, 2025 @ 23:58:38.721","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:51:09.861","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:51:01.763","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:51:01.721","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:43:57.986","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:35:09.843","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:35:01.760","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:35:01.719","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:19:09.841","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:19:01.774","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:19:01.735","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:13:58.184","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:06:45.574","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:06:17.603","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:06:17.561","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 6, 2025 @ 23:04:44.956","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 6, 2025 @ 23:03:09.838","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:03:01.770","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 23:03:01.729","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:52:09.837","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:52:01.753","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:52:01.713","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:43:58.070","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:40:26.398","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:39:26.429","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:36:09.834","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:36:01.766","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 6, 2025 @ 22:36:01.725","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
